"Worksheet exported from: C:\Users\icpoes\Documents\Agilent\ICP Expert\My Results\roasted_coffees_QC.esws"
"Instrument name",""
"Software version","7.7.0.13059"
"Firmware version",""

""
"Label","Rack:Tube","Type","Measurement","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Be 313.042","Be","","0.00","0.00","ppm","603.32","0.00","60.74","25.96","4.30","3.42","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","560.580420864678","3193179.22937054","-","","","","","","","3","0.00","0.00","0.00","593.13","584.01","632.84","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Be 313.107","Be","","0.00","0.00","ppm","24.21","0.00","39.63","8.75","36.16","5.37","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","2.12107621150248","1623189.60192","-","","","","","","","3","0.00","0.00","0.00","26.27","31.75","14.61","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Bi 190.171","Bi","u","0.01","0.01","ppm","7.59","0.01","181.24","7.26","95.54","2.52","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","3.59121674783945","662.489877104207","-","","","","","","","3","-0.01","0.01","0.02","-0.33","9.21","13.91","u","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Bi 206.163","Bi","","0.00","0.00","ppm","18.49","0.00","27.70","4.18","22.60","3.14","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","3.40516074408515","6079.6431971018","-","","","","","","","3","0.00","0.00","0.00","15.88","16.29","23.31","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Bi 222.821","Bi","","Uncal","Uncal","ppm","17.01","-","-","6.27","36.86","11.12","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","19.4545445354304","1617.60319516582","-","","","","","","","3","Uncal","Uncal","Uncal","9.78","20.26","20.98","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Bi 223.061","Bi","","0.00","0.00","ppm","11.29","0.00","73.46","4.18","37.01","7.24","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.60166035326417","4426.4199607802","-","","","","","","","3","0.00","0.00","0.00","8.67","16.11","9.09","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Bi 306.771","Bi","","Uncal","Uncal","ppm","20222.90","-","-","91.52","0.45","36.31","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","19815.1470961799","8111.5516277561","-","","","","","","","3","Uncal","Uncal","Uncal","20286.88","20263.74","20118.07","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ca 315.887","Ca","","Uncal","Uncal","ppm","36256.87","-","-","93.26","0.26","19.41","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","52.3428920030827","17677.8612701051","-","","","","","","","3","Uncal","Uncal","Uncal","36364.23","36195.99","36210.37","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ca 317.933","Ca","","Uncal","Uncal","ppm","136753.37","-","-","279.37","0.20","16.89","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","390.68116376014","66028.5225378378","-","","","","","","","3","Uncal","Uncal","Uncal","137049.45","136494.42","136716.23","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ca 393.366","Ca","","Uncal","Uncal","ppm","6639034.53","-","-","26836.67","0.40","29.22","1","1","1","-","Weighted Linear Through None","0.99987","Fitted","-","8643.09852172228","3278839.33547221","-","","","","","","","3","Uncal","Uncal","Uncal","6669873.98","6620987.41","6626242.21","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ca 396.847","Ca","","Uncal","Uncal","ppm","11325197.38","-","-","39288.33","0.35","24.71","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","14343.5467198094","5587238.53730268","-","","","","","","","3","Uncal","Uncal","Uncal","11370380.63","11299080.43","11306131.08","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ca 422.673","Ca","","1.91","1.91","ppm","496193.68","0.01","0.33","1654.64","0.33","9.38","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","630.070393845016","259000.249293185","-","","","","","","","3","1.92","1.91","1.92","497451.94","494319.40","496809.71","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cd 214.439","Cd","","0.00","0.00","ppm","5.43","0.00","7.68","0.65","11.98","4.36","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.0339231792168","73012.9163119792","-","","","","","","","3","0.00","0.00","0.00","4.82","6.12","5.34","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cd 226.502","Cd","","0.00","0.00","ppm","34.14","0.00","92.33","8.70","25.49","3.82","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","24.7159132935387","108785.072040905","-","","","","","","","3","0.00","0.00","0.00","29.81","44.16","28.45","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cd 228.802","Cd","","0.00","0.00","ppm","20.27","0.00","8.33","11.18","55.14","6.04","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","-113.837552909101","60632.0619840321","-","","","","","","","3","0.00","0.00","0.00","28.04","25.30","7.46","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cd 326.105","Cd","","Uncal","Uncal","ppm","165.05","-","-","19.83","12.01","18.56","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","178.299379811206","1289.36321754988","-","","","","","","","3","Uncal","Uncal","Uncal","162.60","146.57","185.99","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cd 361.051","Cd","","Uncal","Uncal","ppm","67.34","-","-","12.36","18.35","71.49","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","-63.0428991268409","3095.31399801395","-","","","","","","","3","Uncal","Uncal","Uncal","78.36","53.99","69.68","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Co 228.615","Co","","0.00","0.00","ppm","131.50","0.00","25.76","9.37","7.12","4.52","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","95.1433973422172","34387.947994769","-","","","","","","","3","0.00","0.00","0.00","131.98","140.61","121.90","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Co 230.786","Co","","0.00","0.00","ppm","17.27","0.00","56.79","6.93","40.15","2.93","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","5.06005237048885","29169.7923196409","-","","","","","","","3","0.00","0.00","0.00","9.66","18.93","23.23","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Co 231.160","Co","","0.00","0.00","ppm","18.29","0.00","40.52","8.63","47.22","2.55","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-3.01965813625247","18342.6922904249","-","","","","","","","3","0.00","0.00","0.00","8.87","20.17","25.82","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Co 237.863","Co","u","0.00","0.00","ppm","31.13","0.00","241.88","8.92","28.66","3.58","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","27.439879287097","40889.9181356556","-","","","","","","","3","0.00","0.00","0.00","26.29","25.67","41.42","u","u",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Co 238.892","Co","u","0.00","0.00","ppm","15.68","0.00","143.65","5.83","37.18","3.75","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","11.6190917205884","32867.2316593313","-","","","","","","","3","0.00","0.00","0.00","21.59","15.50","9.94","","","u"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cr 205.560","Cr","u","0.00","0.00","ppm","11.97","0.00","117.37","6.80","56.79","3.98","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","6.17951254302295","31067.2827689319","-","","","","","","","3","0.00","0.00","0.00","5.26","18.85","11.81","u","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cr 206.158","Cr","","0.00","0.00","ppm","12.71","0.00","7.20","0.85","6.66","3.05","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","0.94129691795348","9367.42533855283","-","","","","","","","3","0.00","0.00","0.00","11.96","13.63","12.55","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cr 206.550","Cr","","0.00","0.00","ppm","30.97","0.00","33.25","6.03","19.46","3.41","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","12.8435199835379","21637.7307693486","-","","","","","","","3","0.00","0.00","0.00","30.49","37.22","25.20","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cr 267.716","Cr","","0.00","0.00","ppm","40.00","0.00","38.91","16.48","41.20","4.13","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","-2.34993909172056","73245.5048342338","-","","","","","","","3","0.00","0.00","0.00","27.61","58.70","33.69","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cr 283.563","Cr","","0.00","0.00","ppm","1016.50","0.00","22.55","13.64","1.34","4.70","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","955.992347875022","119974.111662295","-","","","","","","","3","0.00","0.00","0.00","1020.65","1027.58","1001.26","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cs 455.522","Cs","","Uncal","Uncal","ppm","189.64","-","-","65.52","34.55","14650.02","1","1","1","-","Weighted Linear Through None","0.88674","Fitted","-","168.999430422409","11.1203702027049","-","","","","","","","3","Uncal","Uncal","Uncal","241.59","211.30","116.03","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cs 459.311","Cs","","Uncal","Uncal","ppm","120.75","-","-","60.61","50.19","489.50","1","1","1","-","Weighted Linear Through None","0.89129","Fitted","-","64.2211477330459","30.422086963777","-","","","","","","","3","Uncal","Uncal","Uncal","140.42","52.75","169.07","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cs 672.328","Cs","","Uncal","Uncal","ppm","9321.33","-","-","69.68","0.75","2797.87","1","1","1","-","Weighted Linear Through None","0.91018","Fitted","-","9230.81120953896","92.2225359519152","-","","","","","","","3","Uncal","Uncal","Uncal","9251.57","9321.50","9390.92","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cs 697.327","Cs","","Uncal","Uncal","ppm","13.18","-","-","42.53","> 100.00","5926.25","1","1","1","-","Weighted Linear Through None","0.90835","Fitted","-","33.3380917130296","11.6252781016192","-","","","","","","","3","Uncal","Uncal","Uncal","61.63","-18.03","-4.05","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cu 213.598","Cu","","0.00","0.00","ppm","61.66","0.00","9.70","5.78","9.38","2.76","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","2.03642227957143","22523.1466945538","-","","","","","","","3","0.00","0.00","0.00","67.75","60.98","56.25","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cu 223.009","Cu","","0.00","0.00","ppm","85.22","0.00","25.78","6.87","8.06","8.09","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","58.5641381105161","9624.26553173763","-","","","","","","","3","0.00","0.00","0.00","85.41","78.25","91.99","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cu 224.700","Cu","","0.00","0.00","ppm","54.45","0.00","15.43","6.00","11.02","2.90","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","15.5369398347876","10565.9821530702","-","","","","","","","3","0.00","0.00","0.00","59.64","55.83","47.87","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cu 324.754","Cu","","0.00","0.00","ppm","985.19","0.00","7.23","17.46","1.77","5.40","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","743.590123181281","68610.9877117265","-","","","","","","","3","0.00","0.00","0.00","1002.52","967.61","985.45","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Cu 327.395","Cu","","0.00","0.00","ppm","205.00","0.00","4.67","8.28","4.04","3.01","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","27.58939085005","54827.5090178264","-","","","","","","","3","0.00","0.00","0.00","213.08","196.53","205.39","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Fe 234.350","Fe","","0.07","0.07","ppm","2216.57","0.00","0.83","18.02","0.81","4.23","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","46.7407116319258","32963.9579236067","-","","","","","","","3","0.07","0.07","0.07","2232.92","2197.24","2219.55","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Fe 238.204","Fe","","0.07","0.07","ppm","6592.86","0.00","0.37","23.95","0.36","5.50","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","53.3513346872876","96397.3220406348","-","","","","","","","3","0.07","0.07","0.07","6592.24","6569.24","6617.12","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Fe 239.563","Fe","","0.07","0.07","ppm","1120.21","0.00","0.47","5.21","0.46","3.86","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","21.5199593737441","16472.4742367202","-","","","","","","","3","0.07","0.07","0.07","1121.32","1114.53","1124.76","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Fe 259.940","Fe","","0.07","0.07","ppm","3443.62","0.00","0.49","16.75","0.49","4.03","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","11.1624669295022","51630.6474616644","-","","","","","","","3","0.07","0.07","0.07","3428.38","3461.55","3440.93","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Fe 261.187","Fe","","0.07","0.07","ppm","1609.99","0.00","1.17","18.14","1.13","5.49","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","62.7698303379057","22874.6140319528","-","","","","","","","3","0.07","0.07","0.07","1623.63","1616.93","1589.40","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ga 209.068","Ga","","Uncal","Uncal","ppm","11.88","-","-","3.72","31.29","180.90","1","1","1","-","Weighted Linear Through None","0.99787","Fitted","-","6.47476462683494","21.3316961983596","-","","","","","","","3","Uncal","Uncal","Uncal","16.07","10.58","8.99","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ga 250.019","Ga","","Uncal","Uncal","ppm","15.84","-","-","9.54","60.23","14.12","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","7.33912840133814","821.387973827382","-","","","","","","","3","Uncal","Uncal","Uncal","12.15","26.67","8.69","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ga 287.423","Ga","","Uncal","Uncal","ppm","50.62","-","-","16.85","33.28","16.82","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","-40.0771055855848","6522.3855241441","-","","","","","","","3","Uncal","Uncal","Uncal","31.53","63.41","56.92","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ga 294.363","Ga","","0.01","0.01","ppm","46.06","0.00","8.37","8.50","18.45","8.42","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-55.4216172417862","11736.7550722368","-","","","","","","","3","0.01","0.01","0.01","36.31","51.91","49.97","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Ga 417.204","Ga","","Uncal","Uncal","ppm","96.64","-","-","29.06","30.08","10.57","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","55.4736144618678","18636.7124937648","-","","","","","","","3","Uncal","Uncal","Uncal","77.69","130.10","82.12","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","In 230.606","In","","0.00","0.00","ppm","16.84","0.00","75.91","7.49","44.46","4.63","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","6.98020696101736","3302.54091067164","-","","","","","","","3","0.00","0.00","0.00","8.56","23.14","18.83","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","In 303.936","In","","0.01","0.01","ppm","30.75","0.00","21.63","5.47","17.80","7.12","1","1","1","-","Weighted Linear Through None","0.99996","Fitted","-","5.44069568498639","2426.67728682737","-","","","","","","","3","0.01","0.01","0.01","27.25","37.06","27.95","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","In 325.609","In","","0.01","0.01","ppm","30.38","0.00","36.86","17.78","58.52","11.23","1","1","1","-","Weighted Linear Through None","0.99997","Fitted","-","-17.8552604592492","7226.50608519977","-","","","","","","","3","0.01","0.01","0.00","48.40","29.88","12.86","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","In 410.176","In","","0.02","0.02","ppm","380.49","0.01","30.76","49.75","13.07","12.17","1","1","1","-","Weighted Linear Through None","0.99988","Fitted","-","218.74954955397","8981.91511138463","-","","","","","","","3","0.02","0.01","0.02","426.98","328.03","386.45","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","In 451.131","In","","Uncal","Uncal","ppm","2072.89","-","-","27.04","1.30","46.45","1","1","1","-","Weighted Linear Through None","0.99990","Fitted","-","1982.69748546336","3472.61297854239","-","","","","","","","3","Uncal","Uncal","Uncal","2058.70","2055.89","2104.07","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","K 404.414","K","","Uncal","Uncal","ppm","-486.16","-","-","133.36","27.43","5174.00","1","1","1","-","Weighted Linear Through None","0.46864","Fitted","-","-2448.34904961979","725.472607898506","-","","","","","","","3","Uncal","Uncal","Uncal","-543.03","-581.66","-333.80","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","K 404.721","K","","Uncal","Uncal","ppm","85.19","-","-","12.39","14.54","137.67","1","1","1","-","Weighted Linear Through None","0.99821","Fitted","-","6.26183673734037","16.5181854076797","-","","","","","","","3","Uncal","Uncal","Uncal","86.18","72.33","97.05","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","K 693.876","K","","Uncal","Uncal","ppm","19372.04","-","-","97.97","0.51","13968.85","1","1","1","-","Weighted Linear Through None","0.42629","Fitted","-","19308.8905252778","11.9226767925884","-","","","","","","","3","Uncal","Uncal","Uncal","19260.91","19445.93","19409.28","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","K 766.491","K","","Uncal","Uncal","ppm","242881.16","-","-","661.36","0.27","20.61","1","1","1","-","Weighted Linear Through None","0.99974","Fitted","-","-1258.56836292931","68914.759165721","-","","","","","","","3","Uncal","Uncal","Uncal","242978.06","242176.70","243488.72","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","K 769.897","K","","Uncal","Uncal","ppm","224022.21","-","-","1188.57","0.53","79.67","1","1","1","-","Weighted Linear Through None","0.99982","Fitted","-","13565.9051170005","64847.0845038005","-","","","","","","","3","Uncal","Uncal","Uncal","223920.61","222887.70","225258.32","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Li 274.119","Li","","Uncal","Uncal","ppm","6.20","-","-","7.46","> 100.00","362.92","1","1","1","-","Weighted Linear Through None","0.99932","Fitted","-","5.64200148425298","53.9189118377306","-","","","","","","","3","Uncal","Uncal","Uncal","14.42","4.33","-0.14","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Li 323.263","Li","","Uncal","Uncal","ppm","18.91","-","-","5.46","28.89","214.25","1","1","1","-","Weighted Linear Through None","0.99966","Fitted","-","4.94887639004978","122.149515964069","-","","","","","","","3","Uncal","Uncal","Uncal","12.78","20.68","23.27","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Li 460.289","Li","","Uncal","Uncal","ppm","38.64","-","-","13.53","35.01","32.89","1","1","1","-","Weighted Linear Through None","0.99986","Fitted","-","-2.99303506630963","7469.34025520561","-","","","","","","","3","Uncal","Uncal","Uncal","46.32","46.59","23.02","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Li 610.365","Li","","Uncal","Uncal","ppm","87.88","-","-","29.62","33.70","34.23","1","1","1","-","Weighted Linear Through None","0.99982","Fitted","-","-1012.02829583426","113030.355820004","-","","","","","","","3","Uncal","Uncal","Uncal","97.97","54.54","111.13","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Li 670.783","Li","","Uncal","Uncal","ppm","8308.28","-","-","128.17","1.54","19.66","1","1","1","-","Weighted Linear Through None","0.99986","Fitted","-","5531.1364532904","3847154.39418562","-","","","","","","","3","Uncal","Uncal","Uncal","8163.72","8353.08","8408.04","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mg 279.553","Mg","","1.89","1.89","ppm","3204178.48","0.00","0.04","1343.16","0.04","7.87","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","553.836978992799","1697670.96030384","-","","","","","","","3","1.89","1.89","1.89","3205504.77","3204211.62","3202819.07","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mg 279.800","Mg","","1.93","1.93","ppm","14491.57","0.00","0.13","19.53","0.13","3.83","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","19.6119271442071","7479.79053173978","-","","","","","","","3","1.94","1.93","1.93","14513.28","14475.42","14486.00","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mg 280.270","Mg","","1.89","1.89","ppm","771223.80","0.00","0.08","620.25","0.08","4.08","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","133.309404520838","407067.137361919","-","","","","","","","3","1.89","1.90","1.89","771229.57","771841.14","770600.69","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mg 285.213","Mg","","1.94","1.94","ppm","159507.39","0.01","0.67","1064.15","0.67","5.43","1","1","1","-","Weighted Linear Through None","0.99998","Fitted","-","34.7153398245741","82076.607182378","-","","","","","","","3","1.96","1.93","1.94","160731.55","158803.16","158987.45","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mg 383.829","Mg","","1.94","1.94","ppm","24995.09","0.01","0.61","151.68","0.61","3.80","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","3.21742279289242","12909.0216030996","-","","","","","","","3","1.95","1.93","1.93","25162.91","24867.76","24954.60","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mn 257.610","Mn","","0.01","0.01","ppm","5200.96","0.00","0.32","16.59","0.32","1.38","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","45.2607134280932","496340.505341765","-","","","","","","","3","0.01","0.01","0.01","5219.92","5189.13","5193.82","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mn 259.372","Mn","","0.01","0.01","ppm","3719.54","0.00","0.17","6.17","0.17","2.44","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","32.5594765527835","353044.321118467","-","","","","","","","3","0.01","0.01","0.01","3725.80","3719.35","3713.47","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mn 260.568","Mn","","0.01","0.01","ppm","635.21","0.00","0.94","5.98","0.94","2.04","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","1.41095161748046","62186.1913832183","-","","","","","","","3","0.01","0.01","0.01","630.34","633.40","641.88","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mn 293.931","Mn","","0.01","0.01","ppm","823.86","0.00","1.38","11.67","1.42","2.80","1","1","1","-","Weighted Linear Through None","1.00000","Fitted","-","-23.3700508928659","81029.1730798095","-","","","","","","","3","0.01","0.01","0.01","830.83","830.37","810.38","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Mn 294.921","Mn","","0.01","0.01","ppm","1297.34","0.00","1.59","20.54","1.58","2.39","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","4.59411479618777","126606.326283562","-","","","","","","","3","0.01","0.01","0.01","1279.95","1292.05","1320.00","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Na 330.237","Na","","Uncal","Uncal","ppm","50.90","-","-","12.75","25.06","167.09","1","1","1","-","Weighted Linear Through None","0.99983","Fitted","-","38.5693323402439","90.9945205304693","-","","","","","","","3","Uncal","Uncal","Uncal","65.11","47.14","40.45","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Na 568.263","Na","","Uncal","Uncal","ppm","22401.82","-","-","73.16","0.33","","1","1","1","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","Uncal","Uncal","Uncal","22438.76","22449.15","22317.56","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Na 568.821","Na","","Uncal","Uncal","ppm","715.91","-","-","35.23","4.92","92.34","1","1","1","-","Weighted Linear Through None","0.99992","Fitted","-","643.78418988701","806.003409078938","-","","","","","","","3","Uncal","Uncal","Uncal","718.61","679.41","749.71","Uncal","Uncal","Uncal"
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Na 588.995","Na","","0.16","0.16","ppm","129044.49","0.00","0.18","172.31","0.13","7.32","1","1","1","-","Weighted Linear Through None","0.99995","Fitted","-","34609.579228973","602429.674310122","-","","","","","","","3","0.16","0.16","0.16","129224.21","129028.57","128880.70","","",""
"QC SOZC147 1","4:2","Sample","Original","5/6/2025 4:01:41 PM","Na 589.592","Na","","Uncal","Uncal","ppm","48377.07","-","-","187.92","0.39","17.90","1","1","1","-","Weighted Linear Through None","0.99999","Fitted","-","1433.22081822124","314103.498911419","-","","","","","","","3","Uncal","Uncal","Uncal","48594.03","48272.00","48265.17","Uncal","Uncal","Uncal"
